Transription Units,TU BNum,TU EcoCycID,First Gene,Last Gene,TU Start,TU End,TU Length,TU RNA Deg Rate,Avg Deg Rate,Stdev Deg Rate
[yqeF],"(b2844,)",[G7464],b2844,b2844,2984411,2985592,1181,[576.0],576.0,0.0
[yqeG],"(b2845,)",[G7465],b2845,b2845,2985847,2987076,1229,[390.0],390.0,0.0
[yqeH],"(b2846,)",[G7466],b2846,b2846,2987536,2988168,632,[270.0],270.0,0.0
[yqeI],"(b2847,)",[G7467],b2847,b2847,2988502,2989311,809,[912.0],912.0,0.0
"[ygeF, ygeG, ygeH]","(b2850, b2851, b2852)","[G7470, G7471, G7472]",b2850,b2852,2990554,2993470,2916,"[378.0, 216.0, 1080.0]",558.0,374.987999808
"[ygeI, pbl]","(b2853, b2854)","[G7473, G7474]",b2853,b2854,2993638,2994441,803,"[300.0, 486.0]",393.0,93.0
"[insD1, insC1]","(b2860, b2861)","[G7480, G7481]",b2860,b2861,2996372,2997600,1228,[234.0],234.0,0.0
"[glyU, ygeR]","(b2864, b2865)","[EG30037, G7484]",b2864,b2865,2998984,2999891,907,"[172800.0, 444.0]",86622.0,86178.0
[ygeR],"(b2865,)",[G7484],b2865,b2865,2999136,2999891,755,[444.0],444.0,0.0
[xdhA],"(b2866,)",[G7485],b2866,b2866,3000345,3002603,2258,[444.0],444.0,0.0
"[xdhA, xdhB]","(b2866, b2867)","[G7485, G7486]",b2866,b2867,3000345,3003492,3147,"[444.0, 678.0]",561.0,117.0
"[xdhB, xdhC]","(b2867, b2868)","[G7486, G7487]",b2867,b2868,3002614,3003968,1354,"[678.0, 348.0]",513.0,165.0
[ygeV],"(b2869,)",[G7488],b2869,b2869,3004008,3005786,1778,[720.0],720.0,0.0
"[ygeW, ygeX]","(b2870, b2871)","[G7489, G7490]",b2870,b2871,3006262,3008706,2444,"[222.0, 372.0]",297.0,75.0
[ygeX],"(b2871,)",[G7490],b2871,b2871,3007510,3008706,1196,[372.0],372.0,0.0
[ygeY],"(b2872,)",[G7491],b2872,b2872,3008764,3009975,1211,[438.0],438.0,0.0
[yqeB],"(b2875,)",[G7494],b2875,b2875,3012614,3014239,1625,[336.0],336.0,0.0
[yqeC],"(b2876,)",[G7495],b2876,b2876,3014287,3015057,770,[306.0],306.0,0.0
[mocA],"(b2877,)",[G7496],b2877,b2877,3015160,3015738,578,[336.0],336.0,0.0
"[ssnA, ygfM]","(b2879, b2880)","[G7498, G7499]",b2879,b2880,3019161,3021319,2158,"[450.0, 204.0]",327.0,123.0
[ygfM],"(b2880,)",[G7499],b2880,b2880,3020540,3021319,779,[204.0],204.0,0.0
[xdhD],"(b2881,)",[G7500],b2881,b2881,3021316,3024186,2870,[420.0],420.0,0.0
[xanQ],"(b2882,)",[G7501],b2882,b2882,3024351,3025751,1400,[344.82],344.82,0.0
"[guaD, ghxQ]","(b2883, b4464)","[G7502, G7503]",b2883,b4464,3025766,3028488,2722,"[324.0, 378.0]",351.0,27.0
[guaD],"(b2883,)",[G7502],b2883,b2883,3025766,3027085,1319,[324.0],324.0,0.0
[ygfS],"(b2886,)",[G7505],b2886,b2886,3028524,3029012,488,[348.0],348.0,0.0
[ygfT],"(b2887,)",[G7506],b2887,b2887,3029012,3030931,1919,[344.82],344.82,0.0
[idi],"(b2889,)",[G7508],b2889,b2889,3033065,3033613,548,[312.0],312.0,0.0
"[lysS, prfB]","(b2890, b2891)","[EG10552, EG10762]",b2890,b2891,3033657,3036282,2625,"[132.0, 222.0]",177.0,45.0
[lysS],"(b2890,)",[EG10552],b2890,b2890,3033657,3035174,1517,[132.0],132.0,0.0
"[prfB, recJ]","(b2891, b2892)","[EG10762, EG10830]",b2891,b2892,3035184,3038106,2922,"[222.0, 228.0]",225.0,3.0
[prfB],"(b2891,)",[EG10762],b2891,b2891,3035184,3036282,1098,[222.0],222.0,0.0
"[prfB, recJ, dsbC]","(b2891, b2892, b2893)","[EG10762, EG10830, EG11070]",b2891,b2893,3035184,3038822,3638,"[222.0, 228.0, 186.0]",212.0,18.547236991
[recJ],"(b2892,)",[EG10830],b2892,b2892,3036373,3038106,1733,[228.0],228.0,0.0
"[recJ, dsbC, xerD]","(b2892, b2893, b2894)","[EG10830, EG11070, EG11071]",b2892,b2894,3036373,3039743,3370,"[228.0, 186.0, 246.0]",220.0,25.13961018
"[recJ, dsbC]","(b2892, b2893)","[EG10830, EG11070]",b2892,b2893,3036373,3038822,2449,"[228.0, 186.0]",207.0,21.0
[dsbC],"(b2893,)",[EG11070],b2893,b2893,3038112,3038822,710,[186.0],186.0,0.0
"[dsbC, xerD]","(b2893, b2894)","[EG11070, EG11071]",b2893,b2894,3038112,3039743,1631,"[186.0, 246.0]",216.0,30.0
[xerD],"(b2894,)",[EG11071],b2894,b2894,3038847,3039743,896,[246.0],246.0,0.0
[fldB],"(b2895,)",[EG12697],b2895,b2895,3039855,3040376,521,[396.0],396.0,0.0
"[fldB, cptA, sdhE]","(b2895, b2896, b2897)","[EG12697, G7509, G7510]",b2895,b2897,3039855,3041070,1215,"[396.0, 228.0, 324.0]",316.0,68.8186021363
"[cptA, sdhE]","(b2896, b2897)","[G7509, G7510]",b2896,b2897,3040416,3041070,654,"[228.0, 324.0]",276.0,48.0
[sdhE],"(b2897,)",[G7510],b2897,b2897,3040804,3041070,266,[324.0],324.0,0.0
[ygfZ],"(b2898,)",[G7511],b2898,b2898,3041313,3042293,980,[204.0],204.0,0.0
[yqfA],"(b2899,)",[G7512],b2899,b2899,3042489,3043148,659,[162.0],162.0,0.0
[yqfB],"(b2900,)",[G7513],b2900,b2900,3043312,3043623,311,[354.0],354.0,0.0
[bglA],"(b2901,)",[G495],b2901,b2901,3043662,3045101,1439,[420.0],420.0,0.0
[ygfF],"(b2902,)",[G7514],b2902,b2902,3045158,3045901,743,[588.0],588.0,0.0
"[gcvP, gcvH]","(b2903, b2904)","[EG11810, EG10371]",b2903,b2904,3046168,3049549,3381,"[300.0, 360.0]",330.0,30.0
[gcvP],"(b2903,)",[EG11810],b2903,b2903,3046168,3049041,2873,[300.0],300.0,0.0
[gcvH],"(b2904,)",[EG10371],b2904,b2904,3049160,3049549,389,[360.0],360.0,0.0
"[gcvH, gcvT]","(b2904, b2905)","[EG10371, EG11442]",b2904,b2905,3049160,3050667,1507,"[360.0, 402.0]",381.0,21.0
[gcvT],"(b2905,)",[EG11442],b2905,b2905,3049573,3050667,1094,[402.0],402.0,0.0
"[ubiI, ubiH, pepP]","(b2906, b2907, b2908)","[EG11333, EG11324, EG10697]",b2906,b2908,3051115,3054840,3725,"[138.0, 174.0, 144.0]",152.0,15.748015748
"[ubiI, ubiH, pepP, ygfB]","(b2906, b2907, b2908, b2909)","[EG11333, EG11324, EG10697, EG11323]",b2906,b2909,3051115,3055444,4329,"[138.0, 174.0, 144.0, 198.0]",163.5,24.1402154091
"[ubiI, ubiH]","(b2906, b2907)","[EG11333, EG11324]",b2906,b2907,3051115,3053518,2403,"[138.0, 174.0]",156.0,18.0
[ubiI],"(b2906,)",[EG11333],b2906,b2906,3051115,3052317,1202,[138.0],138.0,0.0
"[ubiH, pepP, ygfB]","(b2907, b2908, b2909)","[EG11324, EG10697, EG11323]",b2907,b2909,3052340,3055444,3104,"[174.0, 144.0, 198.0]",172.0,22.0907220344
"[ubiH, pepP]","(b2907, b2908)","[EG11324, EG10697]",b2907,b2908,3052340,3054840,2500,"[174.0, 144.0]",159.0,15.0
[ubiH],"(b2907,)",[EG11324],b2907,b2907,3052340,3053518,1178,[174.0],174.0,0.0
"[pepP, ygfB]","(b2908, b2909)","[EG10697, EG11323]",b2908,b2909,3053515,3055444,1929,"[144.0, 198.0]",171.0,27.0
[pepP],"(b2908,)",[EG10697],b2908,b2908,3053515,3054840,1325,[144.0],144.0,0.0
[ygfB],"(b2909,)",[EG11323],b2909,b2909,3054866,3055444,578,[198.0],198.0,0.0
"[zapA, ssrS]","(b2910, b2911)","[EG12878, EG30099]",b2910,b2911,3055612,3056165,553,"[150.0, 344.82]",247.41,97.41
"[zapA, ssrS, fau]","(b2910, b2911, b2912)","[EG12878, EG30099, EG11158]",b2910,b2912,3055612,3056789,1177,"[150.0, 344.82, 240.0]",244.94,79.6116021695
[zapA],"(b2910,)",[EG12878],b2910,b2910,3055612,3055941,329,[150.0],150.0,0.0
"[ssrS, fau, sibC, ibsC]","(b2911, b2912, b4446, b4665)","[EG30099, EG11158, G0-8886, G0-10631]",b2911,b4665,3055983,3056949,966,"[344.82, 240.0, 344.82, 344.82]",318.615,45.3883914123
"[ssrS, fau]","(b2911, b2912)","[EG30099, EG11158]",b2911,b2912,3055983,3056789,806,"[344.82, 240.0]",292.41,52.41
[ssrS],"(b2911,)",[EG30099],b2911,b2911,3055983,3056165,182,[344.82],344.82,0.0
"[sibC, ibsC, serA]","(b4446, b4665, b2913)","[G0-8886, G0-10631, EG10944]",b4446,b2913,3056849,3058410,1561,"[344.82, 344.82, 102.0]",263.88,114.466445738
[ibsC],"(b4665,)",[G0-10631],b4665,b4665,3056890,3056949,59,[344.82],344.82,0.0
"[ibsC, serA, rpiA, yqfE]","(b4665, b2913, b2914, b2915)","[G0-10631, EG10944, EG11443, G7515]",b4665,b2915,3056890,3059701,2811,"[344.82, 102.0, 342.0, 762.0]",387.705,237.51429657
[serA],"(b2913,)",[EG10944],b2913,b2913,3057178,3058410,1232,[102.0],102.0,0.0
"[serA, rpiA]","(b2913, b2914)","[EG10944, EG11443]",b2913,b2914,3057178,3059325,2147,"[102.0, 342.0]",222.0,120.0
[rpiA],"(b2914,)",[EG11443],b2914,b2914,3058666,3059325,659,[342.0],342.0,0.0
[argP],"(b2916,)",[EG10490],b2916,b2916,3059753,3060646,893,[344.82],344.82,0.0
[scpB],"(b2919,)",[G7516],b2919,b2919,3063993,3064778,785,[360.0],360.0,0.0
[scpC],"(b2920,)",[G7517],b2920,b2920,3064802,3066280,1478,[384.0],384.0,0.0
[ygfI],"(b2921,)",[G7518],b2921,b2921,3066277,3067173,896,[344.82],344.82,0.0
"[ygfI, yggE, argO]","(b2921, b2922, b2923)","[G7518, EG11244, EG11159]",b2921,b2923,3066277,3068808,2531,"[344.82, 210.0, 330.0]",294.94,60.3656127278
[yggE],"(b2922,)",[EG11244],b2922,b2922,3067340,3068080,740,[210.0],210.0,0.0
"[yggE, argO]","(b2922, b2923)","[EG11244, EG11159]",b2922,b2923,3067340,3068808,1468,"[210.0, 330.0]",270.0,60.0
"[yggE, argO, mscS]","(b2922, b2923, b2924)","[EG11244, EG11159, EG11160]",b2922,b2924,3067340,3069807,2467,"[210.0, 330.0, 522.0]",354.0,128.499027234
[argO],"(b2923,)",[EG11159],b2923,b2923,3068173,3068808,635,[330.0],330.0,0.0
"[argO, mscS]","(b2923, b2924)","[EG11159, EG11160]",b2923,b2924,3068173,3069807,1634,"[330.0, 522.0]",426.0,96.0
[mscS],"(b2924,)",[EG11160],b2924,b2924,3068947,3069807,860,[522.0],522.0,0.0
"[mscS, fbaA, pgk]","(b2924, b2925, b2926)","[EG11160, EG10282, EG10703]",b2924,b2926,3068947,3072622,3675,"[522.0, 432.0, 150.0]",368.0,158.467662316
"[fbaA, pgk]","(b2925, b2926)","[EG10282, EG10703]",b2925,b2926,3070165,3072622,2457,"[432.0, 150.0]",291.0,141.0
[fbaA],"(b2925,)",[EG10282],b2925,b2925,3070165,3071244,1079,[432.0],432.0,0.0
"[fbaA, pgk, epd]","(b2925, b2926, b2927)","[EG10282, EG10703, EG10368]",b2925,b2927,3070165,3073691,3526,"[432.0, 150.0, 168.0]",250.0,128.903064355
"[pgk, epd]","(b2926, b2927)","[EG10703, EG10368]",b2926,b2927,3071459,3073691,2232,"[150.0, 168.0]",159.0,9.0
[pgk],"(b2926,)",[EG10703],b2926,b2926,3071459,3072622,1163,[150.0],150.0,0.0
[epd],"(b2927,)",[EG10368],b2927,b2927,3072672,3073691,1019,[168.0],168.0,0.0
"[epd, yggC, yggD]","(b2927, b2928, b2929)","[EG10368, EG11161, EG11162]",b2927,b2929,3072672,3075195,2523,"[168.0, 378.0, 270.0]",272.0,85.7438044409
"[yggC, yggD, yggF]","(b2928, b2929, b2930)","[EG11161, EG11162, EG11245]",b2928,b2930,3073976,3076182,2206,"[378.0, 270.0, 414.0]",354.0,61.1882341631
"[yggC, yggD]","(b2928, b2929)","[EG11161, EG11162]",b2928,b2929,3073976,3075195,1219,"[378.0, 270.0]",324.0,54.0
"[yggD, yggF]","(b2929, b2930)","[EG11162, EG11245]",b2929,b2930,3074686,3076182,1496,"[270.0, 414.0]",342.0,72.0
[yggD],"(b2929,)",[EG11162],b2929,b2929,3074686,3075195,509,[270.0],270.0,0.0
"[yggF, yggP]","(b2930, b4465)","[EG11245, G7520]",b2930,b4465,3075217,3077456,2239,"[414.0, 306.0]",360.0,54.0
[yggP],"(b4465,)",[G7520],b4465,b4465,3076179,3077456,1277,[306.0],306.0,0.0
"[cmtB, tktA]","(b2934, b2935)","[EG11791, EG11427]",b2934,b2935,3078887,3081635,2748,"[480.0, 210.0]",345.0,135.0
[tktA],"(b2935,)",[EG11427],b2935,b2935,3079644,3081635,1991,[210.0],210.0,0.0
[loiP],"(b2936,)",[EG11291],b2936,b2936,3081913,3082671,758,[588.0],588.0,0.0
"[loiP, speB]","(b2936, b2937)","[EG11291, EG10960]",b2936,b2937,3081913,3083797,1884,"[588.0, 344.82]",466.41,121.59
"[speB, speA]","(b2937, b2938)","[EG10960, EG10959]",b2937,b2938,3082877,3085911,3034,"[344.82, 306.0]",325.41,19.41
[speB],"(b2937,)",[EG10960],b2937,b2937,3082877,3083797,920,[344.82],344.82,0.0
"[speB, speA, yqgB, yqgC]","(b2937, b2938, b2939, b2940)","[EG10960, EG10959, G7521, G7522]",b2937,b2940,3082877,3086402,3525,"[344.82, 306.0, 276.0, 354.0]",320.205,31.2404557425
[speA],"(b2938,)",[EG10959],b2938,b2938,3083935,3085911,1976,[306.0],306.0,0.0
"[speA, yqgB, yqgC]","(b2938, b2939, b2940)","[EG10959, G7521, G7522]",b2938,b2940,3083935,3086402,2467,"[306.0, 276.0, 354.0]",312.0,32.1247568084
"[yqgB, yqgC]","(b2939, b2940)","[G7521, G7522]",b2939,b2940,3085920,3086402,482,"[276.0, 354.0]",315.0,39.0
[yqgB],"(b2939,)",[G7521],b2939,b2939,3085920,3086051,131,[276.0],276.0,0.0
[metK],"(b2942,)",[EG10589],b2942,b2942,3086706,3087860,1154,[102.0],102.0,0.0
"[galP, yggI]","(b2943, b2944)","[EG12148, EG12122]",b2943,b2944,3088284,3090252,1968,"[348.0, 318.0]",333.0,15.0
[galP],"(b2943,)",[EG12148],b2943,b2943,3088284,3089678,1394,[348.0],348.0,0.0
"[yggI, endA, rsmE, gshB, yqgE]","(b2944, b2945, b2946, b2947, b2948)","[EG12122, EG11336, EG12366, EG10419, G7524]",b2944,b2948,3089755,3093500,3745,"[318.0, 344.82, 330.0, 156.0, 288.0]",287.364,68.2854156025
[yggI],"(b2944,)",[EG12122],b2944,b2944,3089755,3090252,497,[318.0],318.0,0.0
"[yggI, endA]","(b2944, b2945)","[EG12122, EG11336]",b2944,b2945,3089755,3091054,1299,"[318.0, 344.82]",331.41,13.41
"[endA, rsmE]","(b2945, b2946)","[EG11336, EG12366]",b2945,b2946,3090347,3091865,1518,"[344.82, 330.0]",337.41,7.41
[endA],"(b2945,)",[EG11336],b2945,b2945,3090347,3091054,707,[344.82],344.82,0.0
"[endA, rsmE, gshB]","(b2945, b2946, b2947)","[EG11336, EG12366, EG10419]",b2945,b2947,3090347,3092828,2481,"[344.82, 330.0, 156.0]",276.94,85.7312498451
"[endA, rsmE, gshB, yqgE]","(b2945, b2946, b2947, b2948)","[EG11336, EG12366, EG10419, G7524]",b2945,b2948,3090347,3093500,3153,"[344.82, 330.0, 156.0, 288.0]",279.705,74.3997384068
"[endA, rsmE, gshB, yqgE, yqgF]","(b2945, b2946, b2947, b2948, b2949)","[EG11336, EG12366, EG10419, G7524, G7525]",b2945,b2949,3090347,3093916,3569,"[344.82, 330.0, 156.0, 288.0, 344.82]",292.728,71.4608352596
"[rsmE, gshB, yqgE, yqgF]","(b2946, b2947, b2948, b2949)","[EG12366, EG10419, G7524, G7525]",b2946,b2949,3091134,3093916,2782,"[330.0, 156.0, 288.0, 344.82]",279.705,74.3997384068
"[rsmE, gshB, yqgE]","(b2946, b2947, b2948)","[EG12366, EG10419, G7524]",b2946,b2948,3091134,3093500,2366,"[330.0, 156.0, 288.0]",258.0,74.1350119714
"[rsmE, gshB]","(b2946, b2947)","[EG12366, EG10419]",b2946,b2947,3091134,3092828,1694,"[330.0, 156.0]",243.0,87.0
[rsmE],"(b2946,)",[EG12366],b2946,b2946,3091134,3091865,731,[330.0],330.0,0.0
"[gshB, yqgE, yqgF]","(b2947, b2948, b2949)","[EG10419, G7524, G7525]",b2947,b2949,3091878,3093916,2038,"[156.0, 288.0, 344.82]",262.94,79.0959366845
[gshB],"(b2947,)",[EG10419],b2947,b2947,3091878,3092828,950,[156.0],156.0,0.0
"[gshB, yqgE]","(b2947, b2948)","[EG10419, G7524]",b2947,b2948,3091878,3093500,1622,"[156.0, 288.0]",222.0,66.0
"[yqgE, yqgF]","(b2948, b2949)","[G7524, G7525]",b2948,b2949,3092937,3093916,979,"[288.0, 344.82]",316.41,28.41
[yqgE],"(b2948,)",[G7524],b2948,b2948,3092937,3093500,563,[288.0],288.0,0.0
[yggS],"(b2951,)",[G7527],b2951,b2951,3095098,3095802,704,[360.0],360.0,0.0
"[yggS, yggT, yggU, rdgB]","(b2951, b2952, b2953, b2954)","[G7527, G7528, G7529, G7530]",b2951,b2954,3095098,3097274,2176,"[360.0, 390.0, 216.0, 264.0]",307.5,70.4041902162
"[yggS, yggT]","(b2951, b2952)","[G7527, G7528]",b2951,b2952,3095098,3096386,1288,"[360.0, 390.0]",375.0,15.0
"[yggS, yggT, yggU]","(b2951, b2952, b2953)","[G7527, G7528, G7529]",b2951,b2953,3095098,3096673,1575,"[360.0, 390.0, 216.0]",322.0,75.9473501842
"[yggS, yggT, yggU, rdgB, yggW]","(b2951, b2952, b2953, b2954, b2955)","[G7527, G7528, G7529, G7530, G7531]",b2951,b2955,3095098,3098403,3305,"[360.0, 390.0, 216.0, 264.0, 186.0]",283.2,79.544704412
"[yggT, yggU, rdgB]","(b2952, b2953, b2954)","[G7528, G7529, G7530]",b2952,b2954,3095820,3097274,1454,"[390.0, 216.0, 264.0]",290.0,73.3757453114
"[yggT, yggU, rdgB, yggW]","(b2952, b2953, b2954, b2955)","[G7528, G7529, G7530, G7531]",b2952,b2955,3095820,3098403,2583,"[390.0, 216.0, 264.0, 186.0]",264.0,77.8845299145
[yggT],"(b2952,)",[G7528],b2952,b2952,3095820,3096386,566,[390.0],390.0,0.0
"[yggT, yggU]","(b2952, b2953)","[G7528, G7529]",b2952,b2953,3095820,3096673,853,"[390.0, 216.0]",303.0,87.0
"[yggU, rdgB, yggW]","(b2953, b2954, b2955)","[G7529, G7530, G7531]",b2953,b2955,3096383,3098403,2020,"[216.0, 264.0, 186.0]",222.0,32.1247568084
[yggU],"(b2953,)",[G7529],b2953,b2953,3096383,3096673,290,[216.0],216.0,0.0
"[yggU, rdgB]","(b2953, b2954)","[G7529, G7530]",b2953,b2954,3096383,3097274,891,"[216.0, 264.0]",240.0,24.0
[rdgB],"(b2954,)",[G7530],b2954,b2954,3096681,3097274,593,[264.0],264.0,0.0
"[rdgB, yggW]","(b2954, b2955)","[G7530, G7531]",b2954,b2955,3096681,3098403,1722,"[264.0, 186.0]",225.0,39.0
"[ansB, yggN, yggL, trmI]","(b2957, b2958, b2959, b2960)","[EG10046, EG12705, EG12443, EG11779]",b2957,b2960,3099682,3102852,3170,"[330.0, 270.0, 306.0, 228.0]",283.5,38.506492959
[ansB],"(b2957,)",[EG10046],b2957,b2957,3099682,3100728,1046,[330.0],330.0,0.0
"[yggN, yggL, trmI]","(b2958, b2959, b2960)","[EG12705, EG12443, EG11779]",b2958,b2960,3100904,3102852,1948,"[270.0, 306.0, 228.0]",268.0,31.874754901
"[yggN, yggL]","(b2958, b2959)","[EG12705, EG12443]",b2958,b2959,3100904,3102133,1229,"[270.0, 306.0]",288.0,18.0
[yggN],"(b2958,)",[EG12705],b2958,b2958,3100904,3101623,719,[270.0],270.0,0.0
"[yggL, trmI]","(b2959, b2960)","[EG12443, EG11779]",b2959,b2960,3101807,3102852,1045,"[306.0, 228.0]",267.0,39.0
[yggL],"(b2959,)",[EG12443],b2959,b2959,3101807,3102133,326,[306.0],306.0,0.0
[trmI],"(b2960,)",[EG11779],b2960,b2960,3102133,3102852,719,[228.0],228.0,0.0
[mutY],"(b2961,)",[EG10627],b2961,b2961,3103013,3104065,1052,[264.0],264.0,0.0
"[mutY, yggX]","(b2961, b2962)","[EG10627, G7532]",b2961,b2962,3103013,3104368,1355,"[264.0, 312.0]",288.0,24.0
"[yggX, mltC]","(b2962, b2963)","[G7532, G7533]",b2962,b2963,3104093,3105512,1419,"[312.0, 162.0]",237.0,75.0
"[yggX, mltC, nupG]","(b2962, b2963, b2964)","[G7532, G7533, EG10664]",b2962,b2964,3104093,3106970,2877,"[312.0, 162.0, 360.0]",278.0,84.3326745692
[yggX],"(b2962,)",[G7532],b2962,b2962,3104093,3104368,275,[312.0],312.0,0.0
[nupG],"(b2964,)",[EG10664],b2964,b2964,3105714,3106970,1256,[360.0],360.0,0.0
[speC],"(b2965,)",[EG10961],b2965,b2965,3107020,3109155,2135,[204.0],204.0,0.0
"[yqgA, pheV]","(b2966, b2967)","[G7534, EG30065]",b2966,b2967,3109553,3110441,888,"[348.0, 172800.0]",86574.0,86226.0
"[pheV, yghD]","(b2967, b2968)","[EG30065, G7535]",b2967,b2968,3110366,3111126,760,"[172800.0, 606.0]",86703.0,86097.0
[pppA],"(b2972,)",[G7539],b2972,b2972,3113543,3114352,809,[414.0],414.0,0.0
"[glcB, glcG]","(b2976, b2977)","[EG20080, G7543]",b2976,b2977,3121634,3124231,2597,"[306.0, 344.82]",325.41,19.41
[glcG],"(b2977,)",[G7543],b2977,b2977,3123827,3124231,404,[344.82],344.82,0.0
"[glcG, glcF, glcE]","(b2977, b4467, b4468)","[G7543, G0-8601, G7544]",b2977,b4468,3123827,3126522,2695,"[344.82, 344.82, 366.0]",351.88,9.98434775035
"[glcE, glcD]","(b4468, b2979)","[G7544, G7545]",b4468,b2979,3125470,3128021,2551,"[366.0, 564.0]",465.0,99.0
[glcD],"(b2979,)",[G7545],b2979,b2979,3126522,3128021,1499,[564.0],564.0,0.0
[glcC],"(b2980,)",[G7546],b2980,b2980,3128272,3129036,764,[390.0],390.0,0.0
[yghT],"(b2986,)",[G7552],b2986,b2986,3134131,3134823,692,[438.0],438.0,0.0
[pitB],"(b2987,)",[EG12883],b2987,b2987,3134872,3136371,1499,[384.0],384.0,0.0
[gss],"(b2988,)",[EG12882],b2988,b2988,3136663,3138522,1859,[144.0],144.0,0.0
[yghU],"(b2989,)",[G7553],b2989,b2989,3138727,3139593,866,[366.0],366.0,0.0
"[hybG, hybF, hybE, hybD]","(b2990, b2991, b2992, b2993)","[EG11805, EG11804, EG11803, EG11802]",b2990,b2993,3139716,3141286,1570,"[342.0, 344.82, 348.0, 462.0]",374.205,50.7328894801
"[hybG, hybF, hybE]","(b2990, b2991, b2992)","[EG11805, EG11804, EG11803]",b2990,b2992,3139716,3140799,1083,"[342.0, 344.82, 348.0]",344.94,2.45095899599
"[hybG, hybF]","(b2990, b2991)","[EG11805, EG11804]",b2990,b2991,3139716,3140318,602,"[342.0, 344.82]",343.41,1.41
"[hybG, hybF, hybE, hybD, hybC]","(b2990, b2991, b2992, b2993, b2994)","[EG11805, EG11804, EG11803, EG11802, EG11801]",b2990,b2994,3139716,3142989,3273,"[342.0, 344.82, 348.0, 462.0, 312.0]",361.764,51.7510848582
"[hybF, hybE, hybD]","(b2991, b2992, b2993)","[EG11804, EG11803, EG11802]",b2991,b2993,3139977,3141286,1309,"[344.82, 348.0, 462.0]",384.94,54.5051116869
"[hybF, hybE, hybD, hybC]","(b2991, b2992, b2993, b2994)","[EG11804, EG11803, EG11802, EG11801]",b2991,b2994,3139977,3142989,3012,"[344.82, 348.0, 462.0, 312.0]",366.705,56.7948155645
"[hybE, hybD, hybC]","(b2992, b2993, b2994)","[EG11803, EG11802, EG11801]",b2992,b2994,3140311,3142989,2678,"[348.0, 462.0, 312.0]",374.0,63.9374694526
[hybE],"(b2992,)",[EG11803],b2992,b2992,3140311,3140799,488,[348.0],348.0,0.0
"[hybE, hybD]","(b2992, b2993)","[EG11803, EG11802]",b2992,b2993,3140311,3141286,975,"[348.0, 462.0]",405.0,57.0
"[hybD, hybC]","(b2993, b2994)","[EG11802, EG11801]",b2993,b2994,3140792,3142989,2197,"[462.0, 312.0]",387.0,75.0
[hybD],"(b2993,)",[EG11802],b2993,b2993,3140792,3141286,494,[462.0],462.0,0.0
"[hybD, hybC, hybB]","(b2993, b2994, b2995)","[EG11802, EG11801, EG11800]",b2993,b2995,3140792,3144164,3372,"[462.0, 312.0, 438.0]",404.0,65.7875368136
[hybC],"(b2994,)",[EG11801],b2994,b2994,3141286,3142989,1703,[312.0],312.0,0.0
[hybB],"(b2995,)",[EG11800],b2995,b2995,3142986,3144164,1178,[438.0],438.0,0.0
"[hybB, hybA]","(b2995, b2996)","[EG11800, EG11799]",b2995,b2996,3142986,3145140,2154,"[438.0, 408.0]",423.0,15.0
"[hybB, hybA, hybO, yghW]","(b2995, b2996, b2997, b2998)","[EG11800, EG11799, G7554, G7555]",b2995,b2998,3142986,3146737,3751,"[438.0, 408.0, 384.0, 480.0]",427.5,35.843409436
"[hybB, hybA, hybO]","(b2995, b2996, b2997)","[EG11800, EG11799, G7554]",b2995,b2997,3142986,3146261,3275,"[438.0, 408.0, 384.0]",410.0,22.0907220344
"[hybA, hybO, yghW]","(b2996, b2997, b2998)","[EG11799, G7554, G7555]",b2996,b2998,3144154,3146737,2583,"[408.0, 384.0, 480.0]",424.0,40.7921561087
[hybA],"(b2996,)",[EG11799],b2996,b2996,3144154,3145140,986,[408.0],408.0,0.0
"[hybA, hybO]","(b2996, b2997)","[EG11799, G7554]",b2996,b2997,3144154,3146261,2107,"[408.0, 384.0]",396.0,12.0
"[hybO, yghW]","(b2997, b2998)","[G7554, G7555]",b2997,b2998,3145143,3146737,1594,"[384.0, 480.0]",432.0,48.0
[hybO],"(b2997,)",[G7554],b2997,b2997,3145143,3146261,1118,[384.0],384.0,0.0
[yghW],"(b2998,)",[G7555],b2998,b2998,3146450,3146737,287,[480.0],480.0,0.0
[yghX],"(b4658,)",[G7556],b4658,b4658,3146856,3147691,835,[264.0],264.0,0.0
[gpr],"(b3001,)",[G7558],b3001,b3001,3147897,3148937,1040,[450.0],450.0,0.0
[yqhA],"(b3002,)",[G7559],b3002,b3002,3148977,3149471,494,[294.0],294.0,0.0
[exbD],"(b3005,)",[EG10272],b3005,b3005,3150818,3151243,425,[114.0],114.0,0.0
"[exbD, exbB]","(b3005, b3006)","[EG10272, EG10271]",b3005,b3006,3150818,3151984,1166,"[114.0, 282.0]",198.0,84.0
[exbB],"(b3006,)",[EG10271],b3006,b3006,3151250,3151984,734,[282.0],282.0,0.0
[metC],"(b3008,)",[EG10583],b3008,b3008,3152236,3153423,1187,[180.0],180.0,0.0
"[metC, yghB]","(b3008, b3009)","[EG10583, EG11824]",b3008,b3009,3152236,3154222,1986,"[180.0, 198.0]",189.0,9.0
[yghB],"(b3009,)",[EG11824],b3009,b3009,3153563,3154222,659,[198.0],198.0,0.0
[yqhD],"(b3011,)",[G7564],b3011,b3011,3155355,3156518,1163,[234.0],234.0,0.0
