	Genes.tsv					KB	Simulation	Essentiality						EcoGene			WCM curation	Gene Ontology
True	EG11227	fdnG	formate dehydrogenase N	characterized	characterized	1.57298547397E-07	0.06	0.731	0.281	0.25	N	N	u	formate dehydrogenase-N, alpha subunit, nitrate-inducible	Enzyme; Energy metabolism, carbon: Anaerobic respiration	Formate dehydrogenase-N, selenopeptide, anaerobic; FDH-N; periplasmic	Met Orth 	N/A
True	EG11228	fdnH	formate dehydrogenase N	characterized	characterized	2.01700015671E-07	0.25	0.716	0.29	0.324	N	N	N	formate dehydrogenase-N, Fe-S (beta) subunit, nitrate-inducible	Enzyme; Energy metabolism, carbon: Anaerobic respiration	Formate dehydrogenase-N, Fe-S subunit, anaerobic; FDH-N; periplasmic	Met Orth 	N/A
True	EG11229	fdnI	formate dehydrogenase N	characterized	characterized	4.80725652363E-07	0.31	0.764	0.27	0.187	N	N	u	formate dehydrogenase-N, cytochrome B556 (gamma) subunit, nitrate-inducible	Enzyme; Energy metabolism, carbon: Anaerobic respiration	Formate dehydrogenase-N, cytochrome subunit, anaerobic; FDH-N	Met Orth 	N/A
True	EG11234	ydiB	YdiB	characterized	unknown	1.95874826665E-07	0.03	0.814	0.295	0.152	N	N	u	quinate/shikimate 5-dehydrogenase, NAD(P)-binding	Putative enzyme; Not classified	Quinate/shikimate dehydrogenase, NAD(P)-dependent	Met Orth 	shikimate metabolic process
True	EG11239	ybhA	pyridoxal phosphatase / fructose 1,6-bisphosphatase	characterized	unknown	5.79333950686E-06	0.66	0.842	0.393	0.431	E	N	u	pyridoxal phosphate (PLP) phosphatase	Putative enzyme; Not classified	Pyridoxal phosphate (PLP) phosphatase; phosphoramidase; physiological role unknown; HAD14	Met Orth 	pyridoxal phosphate metabolic process
True	EG11245	yggF	fructose-1,6-bisphosphatase	characterized	unknown	2.03632110712E-07	0.03	0.748	0.323	0.26	N	u	N	fructose 1,6 bisphosphatase isozyme	Null	Fructose 1,6 bisphosphatase activity	Met Orth 	N/A
True	EG11258	focA	FocA	characterized	characterized	8.33656598828E-06	0.88	0.805	0.322	0.501	N	N	N	formate channel	Putative transport; Degradation of small molecules: Carbon compounds	Formate channel; mutants are hypophosphite resistance and have elevated intracellular formate and reduced excreted formate	Met Orth 	formate transport
True	EG11265	cmk	cytidylate kinase	characterized	characterized	0.000017248	1.00	0.388	0.472	0.582	E	N	u	cytidylate kinase	Enzyme; Pyrimidine ribonucleotide biosynthesis	Cytidylate kinase; multicopy suppressor of UMP kinase mutations	Met Orth 	N/A
False	EG11282	hyfB	hydrogenase 4	characterized	characterized	2.61307499761E-07	0.22	0.793	0.308	0.382	N	N	N	hydrogenase 4, membrane subunit	Enzyme; Energy metabolism, carbon: Anaerobic respiration	Putative hydrogenase 4 component B; membrane protein of Hyf electron transfer complex of FHL system	Met Orth 	N/A
True	EG11284	fabZ	FabZ	characterized	characterized	0.0001063216	1.00	N.A.	N.A.	N.A.	E	E	u	(3R)-hydroxymyristol acyl carrier protein dehydratase	Enzyme; Fatty acid and phosphatidic acid biosynthesis	3R-hydroxymyristoyl acyl carrier protein (ACP) dehydratase	Met Orth 	N/A
True	EG11286	argE	ArgE	characterized	characterized	2.25526478191E-05	1.00	0.787	0.012	0.057	X	N	N	acetylornithine deacetylase	Enzyme; Amino acid biosynthesis: Arginine	Acetylornithine deacetylase	Met Orth 	N/A
True	EG11288	mak	manno(fructo)kinase	characterized	characterized	2.76072658617E-06	0.44	0.766	0.352	0.277	N	u	u	manno(fructo)kinase	Putative regulator; Not classified	Cryptic manno(fructo)kinase	Met Orth 	N/A
True	EG11289	preA	NADH-dependent dihydropyrimidine dehydrogenase subunit	characterized	characterized	5.2677614846E-07	0.19	0.728	0.284	0.285	N	N	u	dihydropyrimidine dehydrogenase, NADH-dependent, subunit C	Enzyme; pyrimidine metabolism	Dihydropyrimidine dehydrogenase, NADH-dependent, subunit C; pyrimidine metabolism; required for swarming phenotype	Met Orth 	N/A
True	EG11294	ispE	IspE	characterized	characterized	1.78199313938E-05	1.00	N.A.	N.A.	N.A.	E	E	u	4-diphosphocytidyl-2-C-methylerythritol kinase	Null	4-diphosphocytidyl-2-C-methylerythritol kinase; isopentenyl phosphate kinase; alternative nonmevalonate (DXP) pathway for terpenoid biosynthesis; essential gene	Met Orth 	isopentenyl diphosphate biosynthetic process mevalonate-independent pathway
False	EG11295	wzzE	Enterobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	characterized	characterized	1.52536410982E-05	0.97	0.818	0.296	0.336	N	u	N	Entobacterial Common Antigen (ECA) polysaccharide chain length modulation protein	Putative transport; Not classified	Enterobacterial common antigen ECA chain length determination; also involved in cyclic enterobacterial common antigen ECA(CYC) synthesis	Met Orth 	N/A
True	EG11306	lipA	lipoate synthase monomer	characterized	characterized	1.73798994852E-05	1.00	0.296	0.022	0.136	N	N	u	lipoate synthase	Putative enzyme; Biosynthesis of cofactors, carriers: Lipoate	Lipoyl synthase, iron-sulfur protein; SAM-dependent chemistry	Met Orth 	lipoate metabolic process
True	EG11313	rhaT	rhamnose / lyxose H<sup>+</sup> symporter	characterized	characterized	4.94401853039E-07	0.03	0.748	0.37	0.61	N	N	u	L-rhamnose:proton symporter	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	Rhamnose permease; L-rhamnose-H+ symporter, membrane protein	Met Orth 	rhamnose transport
True	EG11314	purB	adenylosuccinate lyase	characterized	characterized	8.36522413867E-05	1.00	N.A.	N.A.	N.A.	N	N	u	adenylosuccinate lyase	Enzyme; Purine ribonucleotide biosynthesis	Adenylosuccinate lyase, purine synthesis	Met Orth 	'de novo' AMP biosynthetic process
False	EG11316	malS	&alpha;-amylase	characterized	characterized	7.85159698451E-07	0.19	0.75	0.268	0.177	N	N	N	alpha-amylase	Enzyme; Degradation of polysaccharides	Alpha-amylase, periplasmic	Met Orth 	cellular oligosaccharide catabolic process
True	EG11317	fabD	malonyl-CoA-ACP transacylase	characterized	characterized	0.0001218444	1.00	N.A.	N.A.	N.A.	E	E	u	malonyl-CoA-[acyl-carrier-protein] transacylase	Enzyme; Fatty acid and phosphatidic acid biosynthesis	Malonyl-CoA-acyl carrier protein transacylase	Met Orth 	N/A
True	EG11318	fabG	3-oxoacyl-acyl-carrier-protein reductase subunit	characterized	characterized	0.0001669586	1.00	N.A.	N.A.	N.A.	E	E	u	3-oxoacyl-[acyl-carrier-protein] reductase	Enzyme; Fatty acid and phosphatidic acid biosynthesis	Beta-ketoacyl-ACP reductase	Met Orth 	fatty acid elongation
False	EG11319	galU	UTP--glucose-1-phosphate uridylyltransferase	characterized	characterized	3.35808794469E-05	1.00	0.476	0.221	0.27	E	N	u	glucose-1-phosphate uridylyltransferase	Enzyme; Degradation of small molecules: Carbon compounds	Glucose-1-P uridylyltransferase; also called UDP-glucose pyrophosphorylase	Met Orth 	UDP-glucose metabolic process
True	EG11321	ribD	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase	characterized	characterized	1.93894861806E-05	1.00	N.A.	N.A.	N.A.	E	N	u	fused diaminohydroxyphosphoribosylaminopyrimidine deaminase and 5-amino-6-(5-phosphoribosylamino) uracil reductase	Enzyme; Biosynthesis of cofactors, carriers: Riboflavin	Bifunctional enzyme for second and third steps in riboflavin biosynthesis; 2,5-diamino-6-ribosylamino-4(3H)-pyrimidinone 5'-phosphate deaminase; ribosyl reductase	Met Orth 	riboflavin biosynthetic process
True	EG11322	ribE	RibE	characterized	characterized	0.000057758	1.00	N.A.	N.A.	N.A.	E	N	u	riboflavin synthase beta chain	Enzyme; Biosynthesis of cofactors, carriers: Riboflavin	Lumazine (6,7-dimethyl-8-ribityllumazine) synthase; 60-mer capsid; penultimate step in the biosynthesis of riboflavin; binds RibC homotrimer	Met Orth 	riboflavin biosynthetic process
True	EG11324	ubiH	2-octaprenyl-6-methoxyphenol hydroxylase	characterized	characterized	2.36507618867E-05	1.00	0.559	0.175	0.218	E	N	u	2-octaprenyl-6-methoxyphenol hydroxylase, FAD/NAD(P)-binding	Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	2-octaprenyl-6-methoxyphenol hydroxylase; produces 2-octaprenyl-6-methoxy-1,4-benzoquinone	Met Orth 	response to light stimulus
True	EG11325	acnA	aconitate hydratase 1	characterized	characterized	2.05544879127E-05	1.00	0.821	0.272	0.336	N	N	u	aconitate hydratase 1; aconitase A	Enzyme; Energy metabolism, carbon: TCA cycle	Aconitate hydratase 1; aconitase A, stationary phase induced; iron-sulfur cluster	Met Orth 	glyoxylate cycle
True	EG11326	codA	CodA	characterized	characterized	3.57310501571E-05	1.00	0.778	0.257	0.267	N	N	u	cytosine/isoguanine deaminase	Enzyme; Salvage of nucleosides and nucleotides	Cytosine/isoguanine deaminase	Met Orth 	cytosine catabolic process
False	EG11327	codB	cytosine transporter	characterized	characterized	1.52527760803E-05	1.00	0.712	0.39	0.363	N	N	N	cytosine transporter	Transport; Transport of small molecules: Nucleosides, purines, pyrimidines	Cytosine transport	Met Orth 	cytosine transport
True	EG11329	gabD	GabD	characterized	characterized	2.04211510291E-06	0.59	0.79	0.337	0.405	N	N	N	succinate-semialdehyde dehydrogenase I, NADP-dependent	Enzyme; Central intermediary metabolism: Pool, multipurpose conversions	Succinate semialdehyde dehydrogenase, NADP-dependent; SSADH; SSDH	Met Orth 	gamma-aminobutyric acid catabolic process
True	EG11330	gabP	4-aminobutyrate H<sup>+</sup> symporter	characterized	characterized	1.02342688177E-06	0.41	0.685	0.345	0.379	N	N	u	gamma-aminobutyrate transporter	Transport; Transport of small molecules: Carbohydrates, organic acids, alcohols	GABA permease, membrane protein	Met Orth 	gamma-aminobutyric acid transport
True	EG11331	ribA	GTP cyclohydrolase II	characterized	characterized	4.85092197217E-05	1.00	N.A.	N.A.	N.A.	E	N	u	GTP cyclohydrolase II	Enzyme; Biosynthesis of cofactors, carriers: Riboflavin	GTP cyclohydrolase II, riboflavin biosynthesis	Met Orth 	riboflavin biosynthetic process
True	EG11332	upp	Upp	characterized	characterized	9.25283441508E-05	1.00	0.672	0.298	0.326	N	N	N	uracil phosphoribosyltransferase	Enzyme; Salvage of nucleosides and nucleotides	Uracil phosphoribosyltransferase	Met Orth 	uracil salvage
True	EG11335	nadR	NadR DNA-binding transcriptional repressor and NMN adenylyltransferase	characterized	characterized	1.12240738329E-05	1.00	0.723	0.326	0.333	N	N	N	trifunctional protein: nicotinamide mononucleotide adenylyltransferase, ribosylnicotinamide kinase, transcriptional repressor	Regulator; Biosynthesis of cofactors, carriers: Pyridine nucleotide	NMN adenylyltransferase/ribosylnicotinamide kinase/repressor; nicotinamide mononucleotide adenyltransferase; involved in transport of nicotinamide riboside (NR) by PnuC	Met Orth 	NAD biosynthetic process
True	EG11337	lysP	lysine H<sup>+</sup> symporter	characterized	characterized	5.82952300568E-05	1.00	0.676	0.37	0.378	N	N	N	lysine transporter	Transport; Transport of small molecules: Amino acids, amines	Lysine permease; lysine repressed	Met Orth 	N/A
True	EG11339	waaG	lipopolysaccharide glucosyltransferase I	characterized	characterized	1.29233012662E-05	1.00	0.478	0.323	0.449	N	N	u	UDP-glucose:(heptosyl)lipopolysaccharide alpha-1,3-glucosyltransferase; lipopolysaccharide core biosynthesis protein; lipopolysaccharide glucosyltransferase I	Enzyme; Macromolecule metabolism: Lipopolysaccharide	UDP-glucose:(heptosyl)LPS alpha-1,3-glucosyltransferase; LPS core biosynthesis protein; glucosyltransferase I	Met Orth 	N/A
True	EG11340	waaP	lipopolysaccharide core heptose (I) kinase	characterized	characterized	1.70222387962E-05	1.00	0.464	0.312	0.327	N	N	u	kinase that phosphorylates core heptose of lipopolysaccharide	Enzyme; Macromolecule metabolism: Lipopolysaccharide	Lipopolysaccharide kinase; LPS core biosynthesis; phosphorylation of core	Met Orth 	N/A
True	EG11341	waaQ	lipopolysaccharide core heptosyl transferase III	characterized	characterized	1.78683004167E-05	0.97	0.777	0.359	0.49	N	N	u	lipopolysaccharide core biosynthesis protein	Enzyme; Macromolecule metabolism: Lipopolysaccharide	Glycosyltransferase needed for heptose region of LPS core	Met Orth 	N/A
False	EG11350	waaS	lipopolysaccharide core biosynthesis protein	characterized	characterized	3.72439946961E-06	0.72	N/A	N/A	N/A	N/A	N/A	N/A	lipopolysaccharide rhamnose:KdoIII transferase; lipopolysaccharide core biosynthesis protein	Enzyme; Macromolecule metabolism: Lipopolysaccharide	Lipopolysaccharide rhamnose:KdoIII transferase; required for the addition of rhamnose to KdoIII in LPS to complete Kdo(3)Rha; LPS core biosynthesis	Met Orth 	N/A
True	EG11351	waaB	UDP-D-galactose (glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	characterized	characterized	6.57885497693E-06	0.88	0.669	0.485	0.642	X	N	u	lipopolysaccharide 1,6-galactosyltransferase; UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	Enzyme; Surface polysaccharides & antigens	Lipopolysaccharide 1,6-galactosyltransferase; UDP-D-galactose:(glucosyl)lipopolysaccharide-1,6-D-galactosyltransferase	Met Orth 	N/A
True	EG11352	waaI	UDP-D-glucose (glucosyl)LPS &alpha;-1,3-glucosyltransferase	characterized	characterized	5.406363745E-06	0.94	0.67	0.27	0.351	X	N	u	UDP-D-galactose:(glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase	Enzyme; Surface polysaccharides & antigens	Lipopolysaccharide 1,3-glucosyltransferase; UDP-D-galactose:(glucosyl)LPS-1,3-D-galactosyltransferase; glucosyltransferase II	Met Orth 	N/A
True	EG11353	waaJ	UDP-glucose (glucosyl)LPS &alpha;-1,2-glucosyltransferase	characterized	characterized	4.60631090438E-06	0.81	0.757	0.324	0.319	X	N	u	lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase	Enzyme; Surface polysaccharides & antigens	Lipopolysaccharide 1,2-glucosyltransferase; UDP-glucose:(glucosyl)LPS alpha-1,2-glucosyltransferase; glucosyltransferase III	Met Orth 	N/A
True	EG11358	murA	UDP-<i>N</i>-acetylglucosamine enolpyruvoyl transferase	characterized	characterized	2.55198835584E-05	1.00	N.A.	N.A.	N.A.	N	E	u	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Enzyme; Murein sacculus, peptidoglycan	UDP-N-acetylglucosamine enoylpyruvyl transferase; fosfomycin resistance	Met Orth 	UDP-N-acetylgalactosamine biosynthetic process
False	EG11363	amiB	N-acetylmuramoyl-L-alanine amidase 2	characterized	characterized	9.30967326498E-06	0.97	0.799	0.382	0.423	N	N	N	N-acetylmuramoyl-l-alanine amidase II	Enzyme; Murein sacculus, peptidoglycan	N-acetylmuramyl-L-alanine amidase, periplasmic; role in septal cleavage during cell division; overexpression causes lysis, osmotic hypersensitivity; activated by EnvC	Met Orth 	N/A
True	EG11368	menB	MenB	characterized	characterized	5.48734204496E-06	0.91	0.755	0.3	0.448	X	N	N	dihydroxynaphthoic acid synthetase	Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	1,4-Dihydroxy-2-naphthoyl-CoA (DHNA-CoA) synthase; menaquinone biosynthesis	Met Orth 	menaquinone biosynthetic process
True	EG11369	ubiC	chorismate lyase	characterized	characterized	1.25676821081E-05	1.00	0.771	0.131	0.137	N	N	N	chorismate--pyruvate lyase	Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	Chorismate--pyruvate lyase	Met Orth 	N/A
True	EG11370	ubiA	4-hydroxybenzoate octaprenyltransferase	characterized	characterized	8.52064641253E-06	0.94	N.A.	N.A.	N.A.	X	N	u	p-hydroxybenzoate octaprenyltransferase	Enzyme; Biosynthesis of cofactors, carriers: Menaquinone, ubiquinone	4-Hydroxybenzoate polyprenyltransferase	Met Orth 	N/A
True	EG11373	mltF	membrane-bound lytic murein transglycosylase F	characterized	characterized	1.40153497429E-06	0.50	0.736	0.305	0.571	N	u	N	membrane-bound lytic transglycosylase F, murein hydrolase	Enzyme; Transporter; Not classified	Membrane-bound lytic transglycosylase F, murein hydrolase	Met Orth 	N/A
True	EG11374	folK	6-hydroxymethyl-7,8-dihydropterin pyrophosphokinase	characterized	characterized	2.25568001808E-05	1.00	N.A.	N.A.	N.A.	E	N	u	2-amino-4-hydroxy-6-hydroxymethyldihyropteridine pyrophosphokinase	Enzyme; Biosynthesis of cofactors, carriers: Folic acid	6-Hydroxymethyl-7,8-dihydropterin pyrophosphokinase; monomeric	Met Orth 	N/A
True	EG11375	folE	GTP cyclohydrolase I monomer	characterized	characterized	0.0001722899	1.00	N.A.	N.A.	N.A.	E	N	u	GTP cyclohydrolase I	Enzyme; Biosynthesis of cofactors, carriers: Folic acid	GTP cyclohydrolase I	Met Orth 	7 8-dihydroneopterin 3'-triphosphate biosynthetic process
True	EG11377	plsC	1-acylglycerol-3-phosphate O-acyltransferase	characterized	characterized	1.40535062599E-05	0.97	N.A.	N.A.	N.A.	E	E	u	1-acyl-sn-glycerol-3-phosphate acyltransferase	Enzyme; Macromolecule synthesis, modification: Phospholipids	1-Acyl-n-glycerol-3-phosphate acyltransferase; affects partitioning	Met Orth 	CDP-diacylglycerol biosynthetic process
True	EG11379	appB	cytochrome <i>bd</i>-II terminal oxidase subunit II	characterized	characterized	1.17881381991E-06	0.28	0.791	0.307	0.382	N	N	N	cytochrome bd-II oxidase, subunit II	Putative enzyme; Energy metabolism, carbon: Electron transport	Cytochrome bd-II oxidase subunit 2	Met Orth 	N/A
True	EG11380	appC	cytochrome <i>bd</i>-II terminal oxidase subunit I	characterized	characterized	5.45113616329E-07	0.25	0.795	0.195	0.209	N	N	u	cytochrome bd-II oxidase, subunit I	Putative enzyme; Energy metabolism, carbon: Electron transport	Cytochrome bd-II oxidase subunit 1	Met Orth 	N/A
False	EG11387	amyA	&alpha;-amylase	characterized	characterized	1.25580954844E-05	1.00	0.794	0.256	0.243	N	u	N	cytoplasmic alpha-amylase	Enzyme; Degradation of polysaccharides	Alpha-amylase, cytoplasmic	Met Orth 	N/A
True	EG11392	nhaB	sodium H<sup>+</sup> antiporter	characterized	characterized	1.30006147893E-05	1.00	0.812	0.318	0.345	N	N	N	sodium:proton antiporter	Transport; Transport of small molecules: Cations	Na+/H+ antiporter 2, weakly pH-dependent; helps regulate intracellular pH and extrude lithium	Met Orth 	response to lithium ion
